time/date,accident type,holiday,percipitation,visibility,wind,fog,rain,sun rise,sun set,weekend,workday,t0,t1,t2,t3,actual,predicted,result
10/3/2013 18:00,0.0,1.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00603637,0
10/3/2013 20:00,0.0,1.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0157295,0
10/3/2013 22:00,0.0,1.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00630787,0
11/3/2013 0:00,0.0,0.0,0.0,1.0,0.469038565997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0104937,0
11/3/2013 2:00,0.0,0.0,0.0,0.6,0.374796306355,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0467551,0
11/3/2013 4:00,0.0,0.0,0.0,0.7,0.374796306355,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.00587195,0
11/3/2013 6:00,0.0,0.0,0.0,1.0,0.343834872352,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0214776,0
11/3/2013 8:00,0.0,0.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0155228,0
11/3/2013 10:00,0.0,0.0,0.0,1.0,0.469038565997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0150325,0
11/3/2013 12:00,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.00435552,0
11/3/2013 14:00,1.0,0.0,0.0,1.0,0.406572514938,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.11393,2
11/3/2013 16:00,0.0,0.0,0.0,1.0,0.374796306355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.00243472,0
11/3/2013 18:00,0.0,0.0,0.0,1.0,0.343834872352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0173575,0
11/3/2013 20:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00628097,0
11/3/2013 22:00,0.0,0.0,0.0,1.0,0.25040738729,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0107145,0
12/3/2013 0:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0106751,0
12/3/2013 2:00,0.0,0.0,0.0,1.0,0.281368821293,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.010698,0
12/3/2013 4:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0106751,0
12/3/2013 6:00,0.0,0.0,0.0,1.0,0.25040738729,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0161767,0
12/3/2013 8:00,0.0,0.0,0.0,1.0,0.312330255296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0159424,0
12/3/2013 10:00,0.0,0.0,0.0,1.0,0.437533948941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0153005,0
